season;yr;mnth;holiday;weekday;workingday;weathersit;temp;atemp;hum;windspeed;casual;registered;cnt
0,25;0;0,083333333;0;1;0;0,666666667;0,399419962;0,432425651;0,828620051;0,316172805;0,097067449;0,094154909;0,113036493
0,25;0;0,083333333;0;0;0;0,666666667;0,421831171;0,420669143;0,715770694;0,489767727;0,038416422;0,096458393;0,091921047
0,25;0;0,083333333;0;0,166666667;1;0,333333333;0,2278885;0,225241885;0,449638046;0,489314492;0,035190616;0,176936366;0,154808354
0,25;0;0,083333333;0;0,333333333;1;0,333333333;0,232108227;0,252257116;0,607131105;0,315877217;0,031671554;0,20932911;0,179251779
0,25;0;0,083333333;0;0,5;1;0,333333333;0,263392935;0,27264965;0,449313111;0,368302714;0,024046921;0,218543046;0,183612577
0,25;0;0,083333333;0;0,666666667;1;0,333333333;0,23715426;0,277333939;0,532916195;0,17649602;0,025806452;0,218543046;0,184301125
0,25;0;0,083333333;0;0,833333333;1;0,666666667;0,228071865;0,248352947;0,512797943;0,332489265;0,04340176;0,196084077;0,17328437
0,25;0;0,083333333;0;1;0;0,666666667;0,191489288;0,192953707;0,55098509;0,525760499;0,019941349;0,128275266;0,110052789
0,25;0;0,083333333;0;0;0;0,333333333;0,160541137;0,138156205;0,446444216;0,713253971;0,015835777;0,110567233;0,094330962
0,25;0;0,083333333;0;0,166666667;1;0,333333333;0,175047901;0,179437172;0,496572751;0,439967052;0,01202346;0,184278722;0,151595134
0,25;0;0,083333333;0;0,333333333;1;0,666666667;0,196237061;0,227690464;0,705772751;0,240671734;0,012609971;0,175640656;0,144939178
0,25;0;0,083333333;0;0,5;1;0,333333333;0,200456789;0,190835728;0,616498715;0,600294012;0,007331378;0,163691333;0,133348634
0,25;0;0,083333333;0;0,666666667;1;0,333333333;0,191489288;0,179431226;0,48371928;0,593146692;0,011143695;0,196947884;0,161349552
0,25;0;0,083333333;0;0,833333333;1;0,333333333;0,186696253;0,224062191;0,553034447;0,249373846;0,015835777;0,196803916;0,16307092
0,25;0;0,083333333;0;1;0;0,666666667;0,270792545;0,295056701;0,51285347;0,311279837;0,065102639;0,147710913;0,14321781
0,25;0;0,083333333;0;0;0;0,333333333;0,268859084;0,27853266;0,497429306;0,371323624;0,073607038;0,137201267;0,138168465
0,25;0;0,083333333;1;0,166666667;0;0,666666667;0,20406143;0,210217435;0,552699229;0,382327382;0,03431085;0,127123524;0,114757861
0,25;0;0,083333333;0;0,333333333;1;0,666666667;0,251450967;0,276292193;0,886032905;0,28923291;0,002639296;0,097034264;0,078379619
0,25;0;0,083333333;0;0,5;1;0,666666667;0,339079946;0,354885741;0,762713625;0,410506776;0,0228739;0,226317305;0,189350471
0,25;0;0,083333333;0;0,666666667;1;0,666666667;0,303675318;0,303307424;0,553555784;0,386045879;0,024340176;0,265476533;0,221138398
0,25;0;0,083333333;0;0,833333333;1;0,333333333;0,205996052;0,187696219;0,470008226;0,696094099;0,021994135;0,211344659;0,177071379
0,25;0;0,083333333;0;1;0;0,333333333;0,068623262;0,094030177;0,411311054;0,33888185;0,027272727;0,127843363;0,112577462
0,25;0;0,083333333;0;0;0;0,333333333;0,112017403;0,117540219;0,44886581;0,485946759;0,04398827;0,12035704;0,113151251
0,25;0;0,083333333;0;0,166666667;1;0,333333333;0,11302661;0,140243264;0,505644216;0,312003043;0,025219941;0,191477109;0,162497131
0,25;0;0,083333333;0;0,333333333;1;0,666666667;0,259355412;0,278900126;0,634403085;0,255774313;0,054545455;0,258997984;0,227794354
0,25;0;0,083333333;0;0,5;1;1;0,252417697;0,242122688;0,88688946;0,579056995;0,009970674;0,067952779;0,058067478
0,25;0;0,083333333;0;0,666666667;1;0,333333333;0,226305522;0,261268932;0,706940874;0,224325714;0,004398827;0,059890585;0,049460638
0,25;0;0,083333333;0;0,833333333;1;0,666666667;0,236144589;0,265570296;0,81546838;0,242973379;0,011143695;0,162539591;0,133922424
0,25;0;0,083333333;0;1;0;0,333333333;0,228071865;0,252261873;0,670168638;0,286454382;0,036070381;0,140368557;0,126004131
0,25;0;0,083333333;0;0;0;0,333333333;0,251282688;0,29768485;0,742595373;0,145789151;0,041055718;0,13763317;0,125774616
0,25;0;0,083333333;0;0,166666667;1;0,666666667;0,209864135;0,221489935;0,620822622;0,368878125;0,012316716;0,210048949;0,172251549
0,25;0;0,166666667;0;0,333333333;1;0,666666667;0,223025832;0,278904882;0,853023136;0,104860847;0,013782991;0,189029657;0,156070691
0,25;0;0,166666667;0;0,5;1;0,666666667;0,301740696;0,302554656;0,797343959;0,520841914;0,02111437;0,20932911;0,175120496
0,25;0;0,166666667;0;0,666666667;1;0,333333333;0,216971289;0,211533888;0,450206684;0,547334485;0,017888563;0,214367982;0,177874684
0,25;0;0,166666667;0;0,833333333;1;0,666666667;0,245226984;0,271837421;0,601765553;0,251917874;0,025806452;0,233227757;0,196006426
0,25;0;0,166666667;0;1;0;0,666666667;0,270792545;0,289046446;0,955441645;0,317420186;0,029325513;0,130290815;0,11533165
0,25;0;0,166666667;0;0;0;0,333333333;0,331720955;0,3468574;0,584404113;0,279429239;0,103812317;0,182695076;0,186252008
0,25;0;0,166666667;0;0,166666667;1;0,333333333;0,315280729;0,361112432;0,759211311;0,089481006;0,035190616;0,22919666;0,196465458
0,25;0;0,166666667;0;0,333333333;1;0,333333333;0,256285781;0,23575567;0,553128021;0,713253971;0,018768328;0,211056723;0,175579527
0,25;0;0,166666667;0;0,5;1;0,666666667;0,156421216;0,171582455;0,508774293;0,372123682;0,015542522;0,22343795;0,184186367
0,25;0;0,166666667;0;0,666666667;1;0,333333333;0,167521792;0,177843633;0,449759383;0,43734223;0,013782991;0,214655917;0,17649759
0,25;0;0,166666667;0;0,833333333;1;0,333333333;0,219447884;0,253906547;0,520682776;0,213907221;0,043695015;0,229916499;0,200367225
0,25;0;0,166666667;0;1;0;0,333333333;0,258220403;0,277030691;0,559554756;0,40075237;0,084457478;0,170457817;0,168923571
0,25;0;0,166666667;0;0;0;0,333333333;0,367336802;0,385437676;0,470324936;0,514092653;0,116422287;0,171609559;0,182350241
0,25;0;0,166666667;0;0,166666667;1;0,333333333;0,481624572;0,473720888;0,386460668;0,82352408;0,060997067;0,245465016;0,219531788
0,25;0;0,166666667;0;0,333333333;1;0,333333333;0,30880491;0,302384599;0,323237018;0,574177822;0,041055718;0,241145983;0,208285518
0,25;0;0,166666667;0;0,5;1;0,333333333;0,369354983;0,376027475;0,435452956;0,496176076;0,063929619;0,273106824;0,242712876
0,25;0;0,166666667;0;0,666666667;1;0,333333333;0,505802125;0,509763395;0,519280206;0,453439955;0,075953079;0,319032537;0,284025706
0,25;0;0,166666667;0;0,833333333;1;0,333333333;0,605416013;0,608854127;0,531277121;0,522057766;0,169794721;0,33803628;0,335896259
0,25;0;0,166666667;0;1;0;0,333333333;0,463249724;0,465460651;0,193230848;1;0,15601173;0,15879643;0,187629103
0,25;0;0,166666667;0;0;0;0,333333333;0,331006062;0,329802972;0,419358355;0,439903993;0,187390029;0,168874172;0,207941244
0,25;0;0,166666667;1;0,166666667;0;0,666666667;0,352030425;0,337824178;0,622107969;0,606637331;0,057184751;0,131298589;0,127036952
0,25;0;0,166666667;0;0,333333333;1;0,333333333;0,211476127;0,221231876;0,594116195;0,385610379;0,02170088;0,198099626;0,166398898
0,25;0;0,166666667;0;0,5;1;0,333333333;0,257337231;0,292208549;0,435005656;0,185457856;0,040762463;0,255974662;0,219990819
0,25;0;0,166666667;0;0,666666667;1;0,666666667;0,343116308;0,343908165;0,717111568;0,493624166;0,029325513;0,245752951;0,207367455
0,25;0;0,166666667;0;0,833333333;1;0,666666667;0,422840842;0,416770921;0,732312596;0,682885255;0,035190616;0,193060754;0,167661235
0,25;0;0,166666667;0;1;0;0,333333333;0,327852871;0,3355849;0,553128021;0,367654391;0,124340176;0,222430176;0,225958228
0,25;0;0,166666667;0;0;0;0,333333333;0,398620349;0,417541527;0,699228792;0,246812083;0,203519062;0,245896919;0,275648382
0,25;0;0,166666667;0;0,166666667;1;0,666666667;0,472657071;0,475823407;0,901145501;0,570851471;0,023753666;0,19651598;0,165939867
0,25;0;0,25;0;0,333333333;1;0,333333333;0,309478023;0,313806939;0,550128535;0,426484295;0,040175953;0,246760726;0,212416801
0,25;0;0,25;0;0,5;1;0,333333333;0,388781281;0,380630898;0,462296144;0,606611714;0,067741935;0,273970631;0,244893275
0,25;0;0,25;0;0,666666667;1;0,333333333;0,230173605;0,237999705;0,327334704;0,444867902;0,036070381;0,224877627;0,193366996
0,25;0;0,25;0;0,833333333;1;0,666666667;0,303675318;0,304055436;0,627678149;0,400710988;0,062756598;0,24906421;0,223089282
0,25;0;0,25;0;1;0;0,666666667;0,445841607;0,450446904;0,811482776;0,496333723;0,187683284;0,206881659;0,238352077
0,25;0;0,25;0;0;0;0,666666667;0,43696927;0,435549699;0,975075578;0,676476906;0,033431085;0,070688166;0,069428506
0,25;0;0,25;0;0,166666667;1;0,333333333;0,303758877;0,283579658;0,566893573;0,67266382;0,071554252;0,234379499;0,214826716
0,25;0;0,25;0;0,333333333;1;0,333333333;0,339458283;0,359616409;0,432733162;0,237751324;0,092668622;0,261589404;0,244778517
0,25;0;0,25;0;0,5;1;0,666666667;0,343326366;0,340836441;0,797343959;0,433824732;0,05601173;0,244745177;0,217007115
0,25;0;0,25;0;0,666666667;1;1;0,451556112;0,458639356;0;0,516051417;0,013489736;0,083069392;0,071494147
0,25;0;0,25;0;0,833333333;1;0,666666667;0,367336802;0,362708349;0,667933162;0,459087658;0,072434018;0,24906421;0,226876291
0,25;0;0,25;0;1;0;0,333333333;0,382011844;0,387384409;0,611396401;0,435056349;0,212316716;0,202706594;0,244663759
0,25;0;0,25;0;0;0;0,333333333;0,446051665;0,452007145;0,54230437;0,533248729;0,28797654;0,206593723;0,27736975
0,25;0;0,25;0;0,166666667;1;0,333333333;0,377427707;0,394816957;0,511009769;0,269824598;0,105278592;0,242873596;0,234794583
0,25;0;0,25;0;0,333333333;1;0,666666667;0,368345312;0,378379728;0,674192288;0,363196923;0,084750733;0,254391016;0,235942162
0,25;0;0,25;0;0,5;1;0,666666667;0,423849352;0,436355982;0,798480206;0,400259723;0,094134897;0,269363663;0,251549231
0,25;0;0,25;0;0,666666667;1;0,333333333;0,481624572;0,487971164;0,619966067;0,412993657;0,124340176;0,334005183;0,31489557
0,25;0;0,25;0;0,833333333;1;0,333333333;0,626692214;0,626723162;0,540068895;0,455239101;0,259237537;0,339044054;0,371700711
0,25;0;0,25;0;1;0;0,333333333;0,548355687;0,554795123;0,389888946;0,725505111;0,417595308;0,243737403;0,357700252
0,25;0;0,25;0;0;0;0,333333333;0,385879928;0,387384409;0,48714653;0,409332306;0,307038123;0,205010078;0,283566674
0,5;0;0,25;0;0,166666667;1;0,666666667;0,499537524;0,487260018;0,758242674;0,569072031;0,117595308;0,241289951;0,238352077
0,5;0;0,25;0;0,333333333;1;0,333333333;0,512572722;0,52401486;0,64224473;0,444860019;0,134897361;0,322919666;0,310190498
0,5;0;0,25;0;0,5;1;0,666666667;0,402657871;0,401879662;0,863305913;0,461631685;0,059530792;0,276130147;0,243401423
0,5;0;0,25;0;0,666666667;1;0,666666667;0,330754224;0,32207669;0,828620051;0,480403497;0,048680352;0,244601209;0,214023411
0,5;0;0,25;0;0,833333333;1;0,333333333;0,306576671;0,304808205;0,508997429;0,45466369;0,08797654;0,274978405;0,253614873
0,5;0;0,25;0;1;0;0,333333333;0,308510132;0,306305417;0,405313111;0,412977892;0,287683284;0,218111143;0,286435621
0,5;0;0,25;0;0;0;0,666666667;0,293666811;0,297705067;0,507879692;0,363179187;0,138416422;0,175784624;0,194285059
0,5;0;0,25;0;0,166666667;1;0,333333333;0,306786729;0,306308985;0,310718766;0,418166448;0,065102639;0,260005759;0,232728942
0,5;0;0,25;0;0,333333333;1;0,333333333;0,351063694;0,34832845;0,3230509;0,447315371;0,092961877;0,30348402;0,278287813
0,5;0;0,25;0;0,5;1;0,666666667;0,348162341;0,35361091;0,664953213;0,340690848;0,049266862;0,196947884;0,176268074
0,5;0;0,25;0;0,666666667;1;1;0,311411485;0,306310174;0,944301285;0,428890382;0,052492669;0,216815433;0,193366996
0,5;0;0,333333333;0;0,833333333;1;0,666666667;0,348162341;0,33708568;0,705655527;0,509806626;0,090029326;0,276418082;0,255565756
0,5;0;0,333333333;0;1;0;0,666666667;0,365570458;0,375357952;0,672236504;0,388493348;0,263343109;0,194932335;0,258434703
0,5;0;0,333333333;0;0;0;0,333333333;0,43907101;0,450432634;0,493573265;0,359066572;0,484164223;0,230060466;0,37284829
0,5;0;0,333333333;0;0,166666667;1;0,333333333;0,665376532;0,645655349;0,438303342;0,759801207;0,215249267;0,342787216;0,357470737
0,5;0;0,333333333;0;0,333333333;1;0,666666667;0,480657841;0,473720888;0,660239589;0,764719792;0,048973607;0,234379499;0,20599036
0,5;0;0,333333333;0;0,5;1;0,333333333;0,453577774;0,460946419;0,484147044;0,518388533;0,12111437;0,344802764;0,322240073
0,5;0;0,333333333;0;0,666666667;1;0,333333333;0,507736747;0,515754624;0,619966067;0,31984992;0,16744868;0,369997121;0,360454441
0,5;0;0,333333333;0;0,833333333;1;0,666666667;0,389748012;0,385872926;0,859897172;0,447307488;0,050439883;0,187014109;0,168808813
0,5;0;0,333333333;0;1;0;0,666666667;0,397485339;0,406148917;0,902313625;0,262251632;0,257771261;0,226893176;0,281730549
0,5;0;0,333333333;0;0;0;0,666666667;0,495164605;0,507478927;0,881748072;0,289217145;0,348387097;0,245752951;0,332224007
0,5;0;0,333333333;0;0,166666667;1;0,666666667;0,691278649;0,67216041;0,73722982;0,639404252;0,250733138;0,358911604;0,384209318
0,5;0;0,333333333;0;0,333333333;1;0,666666667;0,583171921;0,586343614;0,760068895;0,541672989;0,075366569;0,255830694;0,233417489
0,5;0;0,333333333;0;0,5;1;0,666666667;0,478723219;0,496236158;0,842331105;0,493862607;0,061290323;0,281169018;0,248106495
0,5;0;0,333333333;0;0,666666667;1;0,333333333;0,542552982;0,550296351;0,555698715;0,218143983;0,155131965;0,394183703;0,374913932
0,5;0;0,333333333;1;0,833333333;0;0,333333333;0,518375428;0,525526343;0,690231362;0,446091636;0,188269795;0,357615894;0,358733073
0,5;0;0,333333333;0;1;0;1;0,49999942;0,505998364;0,913452956;0,67159182;0,035483871;0,097034264;0,091232499
0,5;0;0,333333333;0;0;0;0,333333333;0,529980839;0,530025116;0,493144473;0,598065278;0,456891496;0,314713504;0,429653431
0,5;0;0,333333333;0;0,166666667;1;0,333333333;0,594777333;0,598345099;0,557840617;0,322323007;0,196187683;0,397350993;0,393504705
0,5;0;0,333333333;0;0,333333333;1;0,666666667;0,587040005;0,581829382;0,684661183;0,311295602;0,119941349;0,402389865;0,367684186
0,5;0;0,333333333;0;0,5;1;0,333333333;0,690521977;0,671179313;0,63153419;0,476734264;0,179765396;0,479556579;0,452605003
0,5;0;0,333333333;0;0,666666667;1;0,333333333;0,532882192;0,539771862;0,418594344;0,640949192;0,218475073;0,495824935;0,480720679
0,5;0;0,333333333;0;0,833333333;1;0,666666667;0,390715903;0,382870177;0,750213882;0,432585233;0,051906158;0,216815433;0,19313748
0,5;0;0,333333333;0;1;0;0,666666667;0,533848923;0,53528736;0,913025193;0,45466369;0,428739003;0,370572992;0,463162727
0,5;0;0,333333333;0;0;0;0,666666667;0,675048482;0,656160809;0,83376144;0,37869756;0,501466276;0,357183991;0,480950195
0,5;0;0,333333333;0;0,166666667;1;0,333333333;0,70406201;0,683199825;0,798629306;0,365214804;0,226686217;0,475093579;0,467408768
0,5;0;0,333333333;0;0,333333333;1;0,333333333;0,733075538;0,706488079;0,749786118;0,643396661;0,198826979;0,53584797;0,504934588
0,5;0;0,333333333;0;0,5;1;0,666666667;0,719535505;0,683963296;0,859040617;0,615217267;0,160410557;0,478692773;0,444342437
0,5;0;0,333333333;0;0,666666667;1;0,666666667;0,716634152;0,688466826;0,7206509;0,632377139;0,16686217;0,502303484;0,4656874
0,5;0;0,333333333;0;0,833333333;1;0,333333333;0,59187598;0,591586831;0,470008226;0,473065031;0,257478006;0,535128131;0,527312371
0,5;0;0,333333333;0;1;0;0,333333333;0,548355687;0,551817347;0,517566067;0,463235743;0,576246334;0,481860063;0,609593757
0,5;0;0,416666667;0;0;0;0,666666667;0,524178134;0,533007649;0,783632905;0,209579812;0,33372434;0,318600633;0,384553592
0,5;0;0,416666667;0;0,166666667;1;0,666666667;0,637330895;0,633649108;0,750642674;0,361512071;0,248387097;0,511661388;0,505049346
0,5;0;0,416666667;0;0,333333333;1;0,666666667;0,715667421;0,69221283;0,716794859;0,675255142;0,176832845;0,553987907;0,510787239
0,5;0;0,416666667;0;0,5;1;0,666666667;0,480657841;0,481212897;0,757925964;0,648315247;0,074780059;0,342355312;0,302157448
0,5;0;0,416666667;0;0,666666667;1;0,333333333;0,532882192;0,5255311;0,456726992;0,58209564;0,180058651;0,549812842;0,508721597
0,5;0;0,416666667;0;0,833333333;1;0,333333333;0,556093015;0,563823588;0,606683805;0,449778605;0,262170088;0,534696228;0,528804223
0,5;0;0,416666667;0;1;0;0,333333333;0,603481391;0,609612842;0,55655527;0,316180687;0,472727273;0,446587964;0,540968556
0,5;0;0,416666667;0;0;0;0,333333333;0,613152181;0,617119121;0,649529049;0,147079689;0,41085044;0,422113447;0,497245811
0,5;0;0,416666667;0;0,166666667;1;0,333333333;0,617988156;0,624626589;0,605398458;0,346823315;0,194721408;0,532392744;0,500573789
0,5;0;0,416666667;0;0,333333333;1;0,333333333;0,617988156;0,621623839;0,502999486;0,227939771;0,203519062;0,59156349;0,551182006
0,5;0;0,416666667;0;0,5;1;0,333333333;0,629593567;0,62837735;0,650814396;0,237735559;0,161290323;0,522890872;0,479917374
0,5;0;0,416666667;0;0,666666667;1;0,333333333;0,620889508;0,622387311;0,768637532;0,373755328;0,203812317;0,600201555;0,558182235
0,5;0;0,416666667;0;0,833333333;1;0,666666667;0,594777333;0,587825367;0,887746015;0,354163752;0,202932551;0,491361935;0,471081019
0,5;0;0,416666667;0;1;0;0,666666667;0,604448122;0,595351863;0,948586118;0,265930718;0,264516129;0,360927152;0,391209548
0,5;0;0,416666667;0;0;0;0,666666667;0,65280439;0,637415328;0,891602057;0,301458431;0,463929619;0,427728189;0,522492541
0,5;0;0,416666667;0;0,166666667;1;0,333333333;0,670212507;0,654673111;0,810197429;0,250010346;0,226686217;0,458537288;0,454211613
0,5;0;0,416666667;0;0,333333333;1;0,666666667;0,651837659;0,640422835;0,861611311;0,546550192;0,198826979;0,495968903;0,473146661
0,5;0;0,416666667;0;0,5;1;0,666666667;0,638297625;0,626900354;0,894601542;0,397057519;0,157184751;0,477828966;0,442391554
0,5;0;0,416666667;0;0,666666667;1;0,666666667;0,616053533;0,60737832;0,853041645;0,213243133;0,215542522;0,552836165;0,525017214
0,5;0;0,416666667;0;0,833333333;1;0,333333333;0,62282413;0,629140821;0,739931105;0,246348995;0,266568915;0,577022747;0,564264402
0,5;0;0,416666667;0;1;0;0,333333333;0,699226035;0,680197076;0,644387661;0,237751324;0,662170088;0,510653614;0,666169383
0,5;0;0,416666667;0;0;0;0,333333333;0,701160657;0,683199825;0,770779434;0,291662643;0,462170088;0,443996545;0,534771632
0,5;0;0,416666667;0;0,166666667;1;0,666666667;0,733075538;0,70198455;0,832904884;0,46080601;0,24516129;0,494961129;0,490475098
0,5;0;0,416666667;0;0,333333333;1;0,666666667;0,765957151;0,719248278;0,761782005;0,408092807;0,193255132;0,55182839;0,515492311
0,5;0;0,416666667;0;0,5;1;0,333333333;0,766923881;0,732007287;0,715938303;0,303929548;0,217008798;0,61013533;0,571264632
0,5;0;0,416666667;0;0,666666667;1;0,333333333;0,822049585;0,778560012;0,696658098;0,393411933;0,22228739;0,564209617;0,536722515
0,5;0;0,416666667;0;0,833333333;1;0,333333333;0,791102595;0,75753482;0,672236504;0,474278913;0,25542522;0,548229197;0,536952031
0,5;0;0,416666667;0;1;0;0,333333333;0,761121176;0,728245824;0,750213882;0,453416308;0,586803519;0,39691909;0,546017902
0,5;0;0,416666667;0;0;0;0,333333333;0,774661209;0,732016801;0,841902314;0,421583445;0,690615836;0,350273539;0,549460638
0,5;0;0,416666667;1;0,166666667;0;0,333333333;0,851063114;0,798067775;0,70437018;0,258590281;0,454252199;0,366973798;0,470277714
0,5;0;0,416666667;0;0,333333333;1;0,333333333;0,899419381;0,862631051;0,654670437;0,219383482;0,197360704;0,476389289;0,456965802
0,5;0;0,5;0;0,5;1;0,666666667;0,886847239;0,857379509;0,696229306;0,408092807;0,150439883;0,498272387;0,456047739
0,5;0;0,5;0;0,666666667;1;0,333333333;0,829786913;0,765780786;0,313624679;0,575976968;0,215835777;0,609271523;0,570117053
0,5;0;0,5;0;0,833333333;1;0,333333333;0,719535505;0,698223086;0,364182005;0,498796957;0,263343109;0,635473654;0,609593757
0,5;0;0,5;0;1;0;0,333333333;0,736943622;0,707217064;0,469151671;0,242662027;0,548093842;0,5;0,613036493
0,5;0;0,5;0;0;0;0,666666667;0,752417117;0,733508068;0,670951157;0,273304655;0,494134897;0,463720127;0,563002066
0,5;0;0,5;0;0,166666667;1;0,333333333;0,787233351;0,739518323;0,616966581;0,240206675;0,197360704;0,557875036;0,521918751
0,5;0;0,5;0;0,333333333;1;0,333333333;0,821082855;0,780060792;0,614824679;0,370092007;0,223753666;0,585948747;0,554624742
0,5;0;0,5;0;0,5;1;0,333333333;0,900386112;0,864885788;0,639674036;0,269609804;0,198240469;0,536279873;0,505049346
0,5;0;0,5;0;0,666666667;1;0,666666667;0,938103699;0,900918782;0,584404113;0,295357494;0,165102639;0,482579902;0,449277025
0,5;0;0,5;0;0,833333333;1;0,333333333;0,876208559;0,836360263;0,622107969;0,276973888;0,239002933;0,54290239;0,52627955
0,5;0;0,5;0;1;0;0,333333333;0,841392324;0,806328012;0,673093059;0,3051454;0,507038123;0,466023611;0,569887537
0,5;0;0,5;0;0;0;0,333333333;0,803674737;0,765047045;0,769066324;0,322323007;0,430205279;0,430895479;0,51182006
0,5;0;0,5;0;0,166666667;1;0,333333333;0,736943622;0,715491571;0,508568638;0,601718746;0,253079179;0,598473942;0,576084462
0,5;0;0,5;0;0,333333333;1;0,333333333;0,701160657;0,703471059;0,521422108;0,530645584;0,213196481;0,599481716;0,561280698
0,5;0;0,5;0;0,5;1;0,333333333;0,727272833;0,698961584;0,485004627;0,330885207;0,225513196;0,635041751;0,59444572
0,5;0;0,5;0;0,666666667;1;0,666666667;0,729206294;0,707990049;0,707797429;0,406869072;0,159824047;0,463864094;0,432292862
0,5;0;0,5;0;0,833333333;1;0,333333333;0,753385008;0,713980088;0,756640617;0,281851091;0,253079179;0,573135618;0,555887078
0,5;0;0,5;0;1;0;0,333333333;0,808510712;0,765795057;0,689374807;0,235303855;0,529912023;0,476821192;0,58744549
0,5;0;0,5;0;0;0;0,666666667;0,811412065;0,768045038;0,685518766;0,200999876;0,480645161;0,447019868;0,544411292
0,5;0;0,5;0;0,166666667;1;0,666666667;0,736943622;0,707990049;0,767352185;0,306377017;0,204985337;0,476677224;0,460179022
0,75;0;0,5;0;0,333333333;1;0,666666667;0,790134704;0,758293535;0,792202571;0,337019645;0,226979472;0,584653038;0,554854258
0,75;0;0,5;0;0,5;1;0,333333333;0,851063114;0,825106791;0,727506427;0,339457261;0,193841642;0,553699971;0,517213679
0,75;0;0,5;0;0,666666667;1;0,666666667;0,845260408;0,825111548;0,723221594;0,470584062;0,218768328;0,582205586;0,549690154
0,75;0;0,5;0;0,833333333;1;0,333333333;0,840425594;0,780813561;0,589545501;0,437519583;0,284164223;0,579038295;0,572756484
0,75;0;0,5;0;1;0;0,333333333;0,80657609;0,765032775;0,497000514;0,412977892;0,522580645;0,492369709;0,596970392
0,75;0;0,5;0;0;0;0,333333333;0,789167973;0,758273318;0,527848843;0,186286094;0,563049853;0,487330838;0,608790452
0,75;0;0,5;0;0,166666667;1;0,666666667;0,792069326;0,757530063;0,6769491;0,212011516;0,250439883;0,554851713;0,540280009
0,75;0;0,5;0;0,333333333;1;0,333333333;0,863636416;0,823595308;0,652099743;0,284322207;0,214662757;0,563777714;0,533394538
0,75;0;0,5;0;0,5;1;0,333333333;0,845260408;0,778560012;0,511996915;0,515941064;0,248680352;0,630146847;0,599609823
0,75;0;0,5;0;0,666666667;1;0,333333333;0,808510712;0,75753482;0,446444216;0,365173422;0,301173021;0,646127267;0,632889603
